Kode,Nama,Kecamatan
63.03.01.2027,KUIN KECIL,ALUH ALUH
63.03.01.2028,HANDIL BARU,ALUH ALUH
63.03.01.2030,BALIMAU,ALUH ALUH
63.03.01.2031,SUNGAI MUSANG,ALUH ALUH
63.03.02.1001,KERTAK HANYAR I,KERTAK HANYAR
63.03.02.1008,MANARAP LAMA,KERTAK HANYAR
63.03.02.1015,MANDARSARI,KERTAK HANYAR
63.03.02.2005,PEMANGKIH LAUT,KERTAK HANYAR
63.03.02.2006,SIMPANG EMPAT,KERTAK HANYAR
63.03.02.2007,SUNGAI LAKUM,KERTAK HANYAR
63.03.02.2009,MANARAP BARU,KERTAK HANYAR
63.03.02.2010,KERTAK HANYAR II,KERTAK HANYAR
63.03.02.2014,PASAR KAMIS,KERTAK HANYAR
63.03.02.2016,MANARAP TENGAH,KERTAK HANYAR
63.03.02.2017,BELAYUNG BARU,KERTAK HANYAR
63.03.02.2021,BANUA HANYAR,KERTAK HANYAR
63.03.02.2022,MEKAR RAYA,KERTAK HANYAR
63.03.03.1001,GAMBUT,GAMBUT
63.03.03.1014,GAMBUT BARAT,GAMBUT
63.03.03.2002,SUNGAI KUPANG,GAMBUT
63.03.03.2003,GUNTUNG PAPUYU,GAMBUT
63.03.03.2004,MAKMUR,GAMBUT
63.03.03.2005,TAMBAK SIRANG DARAT,GAMBUT
63.03.03.2006,TAMBAK SIRANG LAUT,GAMBUT
63.03.03.2007,MALINTANG,GAMBUT
63.03.03.2008,KAYU BAWANG,GAMBUT
63.03.03.2009,BANYU HIRANG,GAMBUT
63.03.03.2010,GUNTUNG UJUNG,GAMBUT
63.03.03.2011,TAMBAK SIRANG BARU,GAMBUT
63.03.03.2012,MALINTANG BARU,GAMBUT
63.03.03.2013,KELADAN BARU,GAMBUT
63.03.04.1001,SUNGAI LULUT,SUNGAI TABUK
63.03.04.2002,SUNGAI BAKUNG,SUNGAI TABUK
63.03.04.2003,SUNGAI TANDIPAH,SUNGAI TABUK
63.03.04.2004,LOK BAINTAN,SUNGAI TABUK
63.03.04.2005,GUDANG HIRANG,SUNGAI TABUK
63.03.04.2006,SUNGAI PINANG,SUNGAI TABUK
63.03.04.2007,PEMBANTANAN,SUNGAI TABUK
63.03.04.2008,PEMAKUAN,SUNGAI TABUK
63.03.04.2009,SUNGAI TABUK KOTA,SUNGAI TABUK
63.03.04.2010,SUNGAI TABUK KERAMAT,SUNGAI TABUK
63.03.04.2011,LOK BUNTAR,SUNGAI TABUK
63.03.04.2012,GUDANG TENGAH,SUNGAI TABUK
63.03.04.2013,PEJAMBUAN,SUNGAI TABUK
63.03.04.2014,KELILING BENTENG ILIR,SUNGAI TABUK
63.03.04.2015,SUNGAI PINANG BARU,SUNGAI TABUK
63.03.04.2016,PAKU ALAM,SUNGAI TABUK
63.03.04.2017,LOK BAINTAN DALAM,SUNGAI TABUK
63.03.04.2018,PEMATANG PANJANG,SUNGAI TABUK
63.03.04.2019,SUNGAI BANGKAL,SUNGAI TABUK
63.03.04.2020,TAJAU LANDUNG,SUNGAI TABUK
63.03.04.2021,ABUMBUN JAYA,SUNGAI TABUK
63.03.05.1001,KERATON,MARTAPURA
63.03.05.1002,JAWA,MARTAPURA
63.03.05.1003,PASAYANGAN,MARTAPURA
63.03.05.1004,MURUNG KERATON,MARTAPURA
63.03.05.1005,SUNGAI PARING,MARTAPURA
63.03.05.1055,TANJUNG REMA DARAT,MARTAPURA
63.03.05.1059,SEKUMPUL,MARTAPURA
63.03.05.2009,SUNGAI SIPAI,MARTAPURA
63.03.05.2010,PASAYANGAN SELATAN,MARTAPURA
63.03.05.2011,TANJUNG REMA,MARTAPURA
63.03.05.2012,BINCAU,MARTAPURA
63.03.05.2013,MURUNG KENANGA,MARTAPURA
63.03.05.2015,TUNGGUL IRANG,MARTAPURA
63.03.05.2016,TAMBAK BARU,MARTAPURA
63.03.05.2034,CINDAI ALUS,MARTAPURA
63.03.05.2036,TUNGKARAN,MARTAPURA
63.03.05.2037,TAMBAK BARU ULU,MARTAPURA
63.03.05.2040,BINCAU MUARA,MARTAPURA
63.03.05.2042,TUNGGUL IRANG ILIR,MARTAPURA
63.03.05.2043,TUNGGUL IRANG ULU,MARTAPURA
63.03.05.2051,LABUAN TABU,MARTAPURA
63.03.05.2052,INDRA SARI,MARTAPURA
63.03.05.2054,JAWA LAUT,MARTAPURA
63.03.05.2056,PASAYANGAN UTARA,MARTAPURA
63.03.05.2057,PASAYANGAN BARAT,MARTAPURA
63.03.05.2058,TAMBAK BARU ILIR,MARTAPURA
63.03.06.2001,KIRAM,KARANG INTAN
63.03.06.2002,MANDIANGIN BARAT,KARANG INTAN
63.03.06.2003,KARANG INTAN,KARANG INTAN
63.03.06.2004,PANDAK DAUN,KARANG INTAN
63.03.06.2005,JINGAH HABANG HULU,KARANG INTAN
63.03.06.2006,MALI MALI,KARANG INTAN
63.03.06.2007,LOK TANGGA,KARANG INTAN
63.03.06.2008,LIHUNG,KARANG INTAN
63.03.06.2009,BI IH,KARANG INTAN
63.03.06.2010,PENYAMBARAN,KARANG INTAN
63.03.06.2011,SUNGAI ALANG,KARANG INTAN
63.03.06.2012,SUNGAI ASAM,KARANG INTAN
63.03.06.2013,MANDIKAPAU TIMUR,KARANG INTAN
63.03.06.2014,AWANG BANGKAL BARAT,KARANG INTAN
63.03.06.2015,AWANG BANGKAL TIMUR,KARANG INTAN
63.03.06.2016,SUNGAI BESAR,KARANG INTAN
63.03.06.2017,MANDIANGIN TIMUR,KARANG INTAN
63.03.06.2018,PASAR LAMA,KARANG INTAN
63.03.06.2019,JINGAH HABANG ILIR,KARANG INTAN
63.03.06.2020,SUNGAI ARFAT,KARANG INTAN
63.03.06.2021,PADANG PANJANG,KARANG INTAN
63.03.06.2022,SUNGAI LANDAS,KARANG INTAN
63.03.06.2023,ABIRAU,KARANG INTAN
63.03.06.2024,PULAU NYIUR,KARANG INTAN
63.03.06.2025,MANDI KAPAU BARAT,KARANG INTAN
63.03.06.2026,BALAU,KARANG INTAN
63.03.07.2001,PINGARAN,ASTAMBUL
63.03.07.2002,JATI BARU,ASTAMBUL
63.03.07.2003,PASAR JATI,ASTAMBUL
63.03.07.2004,DANAU SALAK,ASTAMBUL
63.03.07.2005,TAMBAK DANAU,ASTAMBUL
63.03.07.2006,KALIUKAN,ASTAMBUL
63.03.07.2007,SUNGAI ALAT,ASTAMBUL
63.03.07.2008,PINGARAN ULU,ASTAMBUL
63.03.07.2009,ASTAMBUL KOTA,ASTAMBUL
63.03.07.2010,ASTAMBUL SEBERANG,ASTAMBUL
63.03.07.2011,SUNGAI TUAN ULU,ASTAMBUL
63.03.07.2012,BENUA ANYAR SUNGAI TUAN,ASTAMBUL
63.03.07.2013,KELAMPAIAN ILIR,ASTAMBUL
63.03.07.2014,KELAMPAIAN ULU,ASTAMBUL
63.03.07.2015,LIMAMAR,ASTAMBUL
63.03.07.2016,LOK GABANG,ASTAMBUL
63.03.07.2017,PEMATANG HAMBAWANG,ASTAMBUL
63.03.07.2018,KELAMPAIAN TENGAH,ASTAMBUL
63.03.07.2019,TAMBANGAN,ASTAMBUL
63.03.07.2020,BENUA ANYAR DANAU SALAK,ASTAMBUL
63.03.07.2021,SUNGAI TUAN ILIR,ASTAMBUL
63.03.07.2022,MUNGGU RAYA,ASTAMBUL
63.03.08.2005,PAKU,SIMPANG EMPAT
63.03.08.2006,SIMPANG EMPAT,SIMPANG EMPAT
63.03.08.2007,LOK CANTUNG,SIMPANG EMPAT
63.03.08.2008,TANAH INTAN,SIMPANG EMPAT
63.03.08.2009,SUNGAI RAYA,SIMPANG EMPAT
63.03.08.2010,SUNGKAI,SIMPANG EMPAT
63.03.08.2011,SUNGAI LANGSAT,SIMPANG EMPAT
63.03.08.2014,LAWIRAN,SIMPANG EMPAT
63.03.08.2017,BATU BALIAN,SIMPANG EMPAT
63.03.08.2018,CABI,SIMPANG EMPAT
63.03.08.2019,BERKAT MULYA,SIMPANG EMPAT
63.03.08.2021,SUNGAI BARU,SIMPANG EMPAT
63.03.08.2022,PARING TALI,SIMPANG EMPAT
63.03.08.2025,PASAR LAMA,SIMPANG EMPAT
63.03.08.2026,SUNGAI TABUK,SIMPANG EMPAT
63.03.09.2001,MANIAPUN,PENGARON
63.03.09.2002,LOK TUNGGUL,PENGARON
63.03.09.2003,LOBANG BARU,PENGARON
63.03.09.2004,PENGARON,PENGARON
63.03.09.2005,BENTENG,PENGARON
63.03.09.2006,ATIIM,PENGARON
63.03.09.2007,ALIMUKIM,PENGARON
63.03.09.2008,PANYIURAN,PENGARON
63.03.09.2009,ANTARAKU,PENGARON
63.03.09.2010,MANGKAUK,PENGARON
63.03.09.2015,KERTAK EMPAT,PENGARON
63.03.09.2018,LUMPANGI,PENGARON
63.03.10.2001,KUPANG REJO,SUNGAI PINANG
63.03.10.2002,SUNGAI PINANG,SUNGAI PINANG
63.03.10.2003,KAHELAAN,SUNGAI PINANG
63.03.10.2004,RANTAU NANGKA,SUNGAI PINANG
63.03.10.2005,RANTAU BAKULA,SUNGAI PINANG
63.03.10.2006,BELIMBING LAMA,SUNGAI PINANG
63.03.10.2010,SUMBER BARU,SUNGAI PINANG
63.03.10.2011,BELIMBING BARU,SUNGAI PINANG
63.03.10.2012,PAKUTIK,SUNGAI PINANG
63.03.10.2013,SUMBER HARAPAN,SUNGAI PINANG
63.03.10.2015,HAKIM MAKMUR,SUNGAI PINANG
63.03.11.2001,TIWINGAN LAMA,ARANIO
63.03.11.2002,KALAAN,ARANIO
63.03.11.2003,BENUA RIAM,ARANIO
63.03.11.2004,BUNGLAI,ARANIO
63.03.11.2005,APUAI,ARANIO
63.03.11.2006,RANTAU BUJUR,ARANIO
63.03.11.2007,ARTAIN,ARANIO
63.03.11.2008,RANTAU BALAI,ARANIO
63.03.11.2009,TIWINGAN BARU,ARANIO
63.03.11.2010,BELANGIAN,ARANIO
63.03.11.2011,ARANIO,ARANIO
63.03.11.2012,PAAU,ARANIO
63.03.12.2001,BARU,MATARAMAN
63.03.12.2002,BAWAHAN PASAR,MATARAMAN
63.03.12.2003,BAWAHAN SEBERANG,MATARAMAN
63.03.12.2004,PEMATANG DANAU,MATARAMAN
63.03.12.2005,SURIAN,MATARAMAN
63.03.12.2006,MATARAMAN,MATARAMAN
63.03.12.2007,SIMPANG TIGA,MATARAMAN
63.03.12.2008,BAWAHAN SELAN,MATARAMAN
63.03.12.2009,TAKUTI,MATARAMAN
63.03.12.2010,PASIRAMAN,MATARAMAN
63.03.12.2011,LOK TAMU,MATARAMAN
63.03.12.2012,SUNGAI JATI,MATARAMAN
63.03.12.2013,MANGKALAWAT,MATARAMAN
63.03.12.2014,GUNUNG ULIN,MATARAMAN
63.03.12.2015,TANAH ABANG,MATARAMAN
63.03.13.2001,PINDAHAN BARU,BERUNTUNG BARU
63.03.13.2002,HANDIL PURAI,BERUNTUNG BARU
63.03.13.2003,KAMPUNG BARU,BERUNTUNG BARU
63.03.13.2004,LAWAHAN,BERUNTUNG BARU
63.03.13.2005,BABIRIK,BERUNTUNG BARU
63.03.13.2006,JAMBU BURUNG,BERUNTUNG BARU
63.03.13.2007,TAMBAK PADI,BERUNTUNG BARU
63.03.13.2008,HAUR KUNING,BERUNTUNG BARU
63.03.13.2009,JAMBU RAYA,BERUNTUNG BARU
63.03.13.2010,RUMPIANG,BERUNTUNG BARU
63.03.13.2011,SALAT MAKMUR,BERUNTUNG BARU
63.03.13.2012,MUARA HALAYUNG,BERUNTUNG BARU
63.03.14.2001,TELUK SELONG,MARTAPURA BARAT
63.03.14.2002,SUNGAI BATANG,MARTAPURA BARAT
63.03.14.2003,SUNGAI BATANG ILIR,MARTAPURA BARAT
63.03.14.2004,SUNGAI RANGGAS,MARTAPURA BARAT
63.03.14.2005,PENGGALAMAN,MARTAPURA BARAT
63.03.14.2006,KELILING BENTENG ULU,MARTAPURA BARAT
63.03.14.2007,ANTASAN SUTUN,MARTAPURA BARAT
63.03.14.2008,SUNGAI RANGGAS ULU,MARTAPURA BARAT
63.03.14.2009,SUNGAI RANGGAS HAMBUKU,MARTAPURA BARAT
63.03.14.2010,KELILING BENTENG TENGAH,MARTAPURA BARAT
63.03.14.2011,TELUK SELONG ULU,MARTAPURA BARAT
63.03.14.2012,TANGKAS,MARTAPURA BARAT
63.03.14.2013,SUNGAI RANGGAS TENGAH,MARTAPURA BARAT
63.03.15.2001,PEKAUMAN,MARTAPURA TIMUR
63.03.15.2002,KERAMAT,MARTAPURA TIMUR
63.03.15.2003,ANTASAN SENOR,MARTAPURA TIMUR
63.03.15.2004,TAMBAK ANYAR,MARTAPURA TIMUR
63.03.15.2005,MELAYU,MARTAPURA TIMUR
63.03.15.2006,MELAYU ILIR,MARTAPURA TIMUR
63.03.15.2007,AKAR BEGANTUNG ULU,MARTAPURA TIMUR
63.03.15.2008,DALAM PAGAR,MARTAPURA TIMUR
63.03.15.2009,TAMBAK ANYAR ULU,MARTAPURA TIMUR
63.03.15.2010,PEMATANG BARU,MARTAPURA TIMUR
63.03.15.2011,MELAYU TENGAH,MARTAPURA TIMUR
63.03.15.2012,AKAR BARU,MARTAPURA TIMUR
63.03.15.2013,DALAM PAGAR ULU,MARTAPURA TIMUR
63.03.15.2014,PEKAUMAN ULU,MARTAPURA TIMUR
63.03.15.2015,MEKAR,MARTAPURA TIMUR
63.03.15.2016,TAMBAK ANYAR ILIR,MARTAPURA TIMUR
63.03.15.2017,SUNGAI KITANO,MARTAPURA TIMUR
63.03.15.2018,KERAMAT BARU,MARTAPURA TIMUR
63.03.15.2019,PEKAUMAN DALAM,MARTAPURA TIMUR
63.03.15.2020,ANTASAN SENOR ILIR,MARTAPURA TIMUR
63.03.16.2001,MADUREJO,SAMBUNG MAKMUR
63.03.16.2002,BALIANGIN,SAMBUNG MAKMUR
63.03.16.2003,GUNUNG BATU,SAMBUNG MAKMUR
63.03.16.2004,BATANG BANYU,SAMBUNG MAKMUR
63.03.16.2005,SUNGAI LURUS,SAMBUNG MAKMUR
63.03.16.2006,BATU TANAM,SAMBUNG MAKMUR
63.03.16.2007,PASAR BARU,SAMBUNG MAKMUR
63.03.17.2001,PARAMASAN ATAS,PARAMASAN
63.03.17.2002,PARAMASAN BAWAH,PARAMASAN
63.03.17.2003,REMO,PARAMASAN
63.03.17.2004,ANGKIPIH,PARAMASAN
63.03.18.2001,RANTAU BUJUR,TELAGA BAUNTUNG
63.03.18.2002,LOK TANAH,TELAGA BAUNTUNG
63.03.18.2003,TELAGA BARU,TELAGA BAUNTUNG
63.03.18.2004,RAMPAH,TELAGA BAUNTUNG
63.03.19.2001,TATAH BANGKAL,TATAH MAKMUR
63.03.19.2002,BANGKAL TENGAH,TATAH MAKMUR
63.03.19.2003,LAYAP BARU,TATAH MAKMUR
63.03.19.2004,TATAH LAYAP,TATAH MAKMUR
63.03.19.2005,MEKAR SARI,TATAH MAKMUR
63.03.19.2006,PANDAN SARI,TATAH MAKMUR
63.03.19.2007,TAMPANG AWANG,TATAH MAKMUR
63.03.19.2008,PEMANGKIH DARAT,TATAH MAKMUR
63.03.19.2009,PEMANGKIH BARU,TATAH MAKMUR
63.03.19.2010,PEMANGKIH TENGAH,TATAH MAKMUR
63.03.19.2011,TATAH JARUJU,TATAH MAKMUR
63.03.19.2012,JARUJU LAUT,TATAH MAKMUR
63.03.19.2013,THAIBAH RAYA,TATAH MAKMUR
63.03.20.2001,KERAMAT MINA,CINTAPURI DARUSSALAM
63.03.20.2002,GARIS HANYAR,CINTAPURI DARUSSALAM
63.03.20.2003,CINTAPURI,CINTAPURI DARUSSALAM
63.03.20.2004,SURIAN HANYAR,CINTAPURI DARUSSALAM
63.03.20.2005,BENUA ANYAR,CINTAPURI DARUSSALAM
63.03.20.2006,ALALAK PADANG,CINTAPURI DARUSSALAM
63.03.20.2007,MAKMUR KARYA,CINTAPURI DARUSSALAM
63.03.20.2008,SIMPANG LIMA,CINTAPURI DARUSSALAM
63.03.20.2009,KARYA MAKMUR,CINTAPURI DARUSSALAM
63.03.20.2010,SINDANG JAYA,CINTAPURI DARUSSALAM
63.03.20.2011,SUMBER SARI,CINTAPURI DARUSSALAM
63.04.01.2001,KUALA LUPAK,TABUNGANEN
63.04.01.2002,SUNGAI TELAN BESAR,TABUNGANEN
63.04.01.2003,SUNGAI TELAN KECIL,TABUNGANEN
63.04.01.2004,TABUNGANEN MUARA,TABUNGANEN
63.04.01.2005,TABUNGANEN TENGAH,TABUNGANEN
63.04.01.2006,KARYA BARU,TABUNGANEN
63.04.01.2007,TABUNGANEN PERUMUS,TABUNGANEN
63.04.01.2008,SUNGAI TERAS DALAM,TABUNGANEN
63.04.01.2009,SUNGAI JINGAH BESAR,TABUNGANEN
63.04.01.2010,TABUNGANEN KECIL,TABUNGANEN
63.04.01.2011,SEI TERAS LUAR,TABUNGANEN
63.04.01.2012,SEI TELAN MUARA,TABUNGANEN
63.04.01.2013,BERINGIN KENCANA,TABUNGANEN
63.04.01.2014,TANGGUL REJO,TABUNGANEN
63.04.02.2001,PURWOSARI II,TAMBAN
63.04.02.2002,PURWOSARI I,TAMBAN
63.04.02.2003,TAMBAN BANGUN,TAMBAN
63.04.02.2004,TAMBAN MUARA,TAMBAN
63.04.02.2005,TAMBAN KECIL,TAMBAN
63.04.02.2006,TINGGIRAN II LUAR,TAMBAN
63.04.02.2007,JELAPAT I,TAMBAN
63.04.02.2008,TAMBAN MUARA BARU,TAMBAN
63.04.02.2009,PURWOSARI BARU,TAMBAN
63.04.02.2010,SEKATA BARU,TAMBAN
63.04.02.2011,KOANDA,TAMBAN
63.04.02.2012,DAMSARI,TAMBAN
63.04.02.2013,SIDOREJO,TAMBAN
63.04.02.2014,JELAPAT BARU,TAMBAN
63.04.02.2015,TAMBAN BANGUN BARU,TAMBAN
63.04.02.2016,TAMBAN SARI BARU,TAMBAN
63.04.03.2001,ANDAMAN,ANJIR PASAR
63.04.03.2002,HILIR MESJID,ANJIR PASAR
63.04.03.2003,ANJIR PASAR KOTA,ANJIR PASAR
63.04.03.2004,BANYIUR,ANJIR PASAR
63.04.03.2005,GANDARAYA,ANJIR PASAR
63.04.03.2006,GANDARIA,ANJIR PASAR
63.04.03.2007,ANJIR PASAR KOTA II,ANJIR PASAR
63.04.03.2008,ANDAMAN II,ANJIR PASAR
63.04.03.2009,ANJIR SEBERANG PASAR II,ANJIR PASAR
63.04.03.2010,ANJIR SEBERANG PASAR I,ANJIR PASAR
63.04.03.2011,ANJIR PASAR LAMA,ANJIR PASAR
63.04.03.2012,PANDAN SARI,ANJIR PASAR
63.04.03.2013,MENTAREN,ANJIR PASAR
63.04.03.2014,BARUNAI BARU,ANJIR PASAR
63.04.03.2015,DANAU KARYA,ANJIR PASAR
63.04.04.2001,ANJIR SERAPAT MUARA,ANJIR MUARA
63.04.04.2002,ANJIR MUARA KOTA,ANJIR MUARA
63.04.04.2003,PATIH MUHUR,ANJIR MUARA
63.04.04.2004,ANJIR MUARA KOTA TENGAH,ANJIR MUARA
63.04.04.2005,ANJIR SERAPAT LAMA,ANJIR MUARA
63.04.04.2006,ANJIR SERAPAT BARU,ANJIR MUARA
63.04.04.2007,ANJIR MUARA LAMA,ANJIR MUARA
63.04.04.2008,SUNGAI PUNGGU,ANJIR MUARA
63.04.04.2009,ANJIR SERAPAT BARU I,ANJIR MUARA
63.04.04.2010,PATIH MUHUR BARU,ANJIR MUARA
63.04.04.2011,SEI PUNGGU BARU,ANJIR MUARA
63.04.04.2012,ANJIR SERAPAT MUARA I,ANJIR MUARA
63.04.04.2013,SEPAKAT BARSAMA,ANJIR MUARA
63.04.04.2014,MARABAHAN BARU,ANJIR MUARA
63.04.04.2015,BERINGIN JAYA,ANJIR MUARA
63.04.05.1001,BERANGAS BARAT,ALALAK
63.04.05.1002,BERANGAS,ALALAK
63.04.05.1003,HANDIL BAKTI,ALALAK
63.04.05.2004,PULAU ALALAK,ALALAK
63.04.05.2005,PULAU SEWANGI,ALALAK
63.04.05.2006,PULAU SUGARA,ALALAK
63.04.05.2007,SUNGAI LUMBAH,ALALAK
63.04.05.2008,BERANGAS TIMUR,ALALAK
63.04.05.2009,SEI SEMANGAT BHAKTI,ALALAK
63.04.05.2010,SUNGAI PITUNG,ALALAK
63.04.05.2011,BELANDEAN MUARA,ALALAK
63.04.05.2012,BELANDEAN,ALALAK
63.04.05.2013,TANJUNG HARAPAN,ALALAK
63.04.05.2014,SEMANGAT DALAM,ALALAK
63.04.05.2015,BERINGIN,ALALAK
63.04.05.2016,SEMANGAT KARYA,ALALAK
63.04.05.2017,PANCA KARYA,ALALAK
63.04.05.2018,TATAH MESJID,ALALAK
63.04.06.2001,TERANTANG,MANDASTANA
63.04.06.2002,TANIPAH,MANDASTANA
63.04.06.2003,PUNTIK LUAR,MANDASTANA
63.04.06.2004,PUNTIK DALAM,MANDASTANA
63.04.06.2005,TABING RIMBAH,MANDASTANA
63.04.06.2006,PANTAI HAMBAWANG,MANDASTANA
63.04.06.2009,TATAH ALAYUNG,MANDASTANA
63.04.06.2011,PUNTIK TENGAH,MANDASTANA
63.04.06.2014,LOKRAWA,MANDASTANA
63.04.06.2015,SEI RAMANIA,MANDASTANA
63.04.06.2016,BANGKIT BARU,MANDASTANA
63.04.06.2017,ANTASAN SEGERA,MANDASTANA
63.04.06.2020,KARANG BUNGA,MANDASTANA
63.04.06.2021,KARANG INDAH,MANDASTANA
63.04.07.2001,SUNGAI PANTAI,RANTAU BADAUH
63.04.07.2002,PINDAHAN BARU,RANTAU BADAUH
63.04.07.2003,SUNGAI GAMPA ASAHI,RANTAU BADAUH
63.04.07.2004,SUNGAI GAMPA,RANTAU BADAUH
63.04.07.2005,SUNGAI SAHURAI,RANTAU BADAUH
63.04.07.2006,SIMPANG ARYA,RANTAU BADAUH
63.04.07.2007,SINAR BARU,RANTAU BADAUH
63.04.07.2008,SUNGAI BAMBAN,RANTAU BADAUH
63.04.07.2009,DANDA JAYA,RANTAU BADAUH
63.04.08.2001,MURUNG KERAMAT,BELAWANG
63.04.08.2002,SUNGAI SELUANG,BELAWANG
63.04.08.2003,BELAWANG,BELAWANG
63.04.08.2004,BAMBANGIN,BELAWANG
63.04.08.2005,SUKARAMAI,BELAWANG
63.04.08.2006,SUNGAI SELUANG PASAR,BELAWANG
63.04.08.2007,SAMUDA,BELAWANG
63.04.08.2008,PARIMATA,BELAWANG
63.04.08.2009,KARANG DUKUH,BELAWANG
63.04.08.2010,PATIH SELERA,BELAWANG
63.04.08.2011,KARANG BUAH,BELAWANG
63.04.08.2012,BINAAN BARU,BELAWANG
63.04.08.2013,RANGGA SURYA,BELAWANG
63.04.09.2001,SUNGAI KAMBAT,CERBON
63.04.09.2002,SUNGAI RASAU,CERBON
63.04.09.2003,SIMPANG NUNGKI,CERBON
63.04.09.2004,SAWAHAN,CERBON
63.04.09.2005,BANTUIL,CERBON
63.04.09.2006,BADANDAN,CERBON
63.04.09.2007,SEI TUNJANG,CERBON
63.04.09.2008,SEI RAYA,CERBON
63.04.10.1001,LEPASAN,BAKUMPAI
63.04.10.2002,BANUA ANYAR,BAKUMPAI
63.04.10.2003,MURUNG RAYA,BAKUMPAI
63.04.10.2004,PALINGKAU,BAKUMPAI
63.04.10.2005,BALUKUNG,BAKUMPAI
63.04.10.2006,BANITAN,BAKUMPAI
63.04.10.2007,BATIK,BAKUMPAI
63.04.10.2008,BAHALAYUNG,BAKUMPAI
63.04.10.2009,SUNGAI SELIRIK,BAKUMPAI
63.04.11.2001,JAMBU BARU,KURIPAN
63.04.11.2002,JAMBU,KURIPAN
63.04.11.2003,KABUAU,KURIPAN
63.04.11.2004,JARENANG,KURIPAN
63.04.11.2005,TABATAN,KURIPAN
63.04.11.2006,KURIPAN,KURIPAN
63.04.11.2007,TABATAN BARU,KURIPAN
63.04.11.2008,ASIA BARU,KURIPAN
63.04.11.2009,RIMBUN TULANG,KURIPAN
63.04.12.2001,PANTANG RAYA,TABUKAN
63.04.12.2002,TABUKAN RAYA,TABUKAN
63.04.12.2003,TELUK TAMBA,TABUKAN
63.04.12.2004,RANTAU BAMBAN,TABUKAN
63.04.12.2005,TAMBA JAYA,TABUKAN
63.04.12.2006,MUARA PULAU,TABUKAN
63.04.12.2007,KARYA INDAH,TABUKAN
63.04.12.2008,BANDAR KARYA,TABUKAN
63.04.12.2009,KARYA MAKMUR,TABUKAN
63.04.12.2010,KARYA JADI,TABUKAN
63.04.12.2011,PANTANG BARU,TABUKAN
63.04.13.2001,MEKARSARI,MEKARSARI
63.04.13.2002,TAMBAN RAYA,MEKARSARI
63.04.13.2003,TINGGIRAN TENGAH,MEKARSARI
63.04.13.2004,TINGGIRAN DARAT,MEKARSARI
63.04.13.2005,JELAPAT II,MEKARSARI
63.04.13.2006,TAMBAN RAYA BARU,MEKARSARI
63.04.13.2007,TINGGIRAN BARU,MEKARSARI
63.04.13.2008,KARANG MEKAR,MEKARSARI
63.04.13.2009,INDAH SARI,MEKARSARI
63.04.14.2001,BARAMBAI,BARAMBAI
63.04.14.2002,SUNGAI KALI,BARAMBAI
63.04.14.2003,PENDALAMAN,BARAMBAI
63.04.14.2004,HANDIL BARABAI,BARAMBAI
63.04.14.2005,BAGAGAP,BARAMBAI
63.04.14.2006,BARAMBAI KARYA TANI,BARAMBAI
63.04.14.2007,PENDALAMAN BARU,BARAMBAI
63.04.14.2008,KARYA BARU,BARAMBAI
63.04.14.2009,BARAMBAI KOLAM KIRI,BARAMBAI
63.04.14.2010,BARAMBAI KOLAM KANAN,BARAMBAI
63.04.14.2011,BARAMBAI KOLAM KIRI DALAM,BARAMBAI
63.04.15.1001,MARABAHAN KOTA,MARABAHAN
63.04.15.1002,ULU BENTENG,MARABAHAN
63.04.15.2003,PENGHULU,MARABAHAN
63.04.15.2004,BAGUS,MARABAHAN
63.04.15.2005,BALIUK,MARABAHAN
63.04.15.2006,ANTAR BARU,MARABAHAN
63.04.15.2007,ANTAR JAYA,MARABAHAN
63.04.15.2008,ANTAR RAYA,MARABAHAN
63.04.15.2009,SIDO MAKMUR,MARABAHAN
63.04.15.2010,KARYA MAJU,MARABAHAN
63.04.16.2001,KOLAM KIRI,WANARAYA
63.04.16.2002,ROHAM RAYA,WANARAYA
63.04.16.2003,SIMPANG JAYA,WANARAYA
63.04.16.2004,TUMIH,WANARAYA
63.04.16.2005,PINANG HABANG,WANARAYA
63.04.16.2006,WARINGIN KENCANA,WANARAYA
63.04.16.2007,BABAT RAYA,WANARAYA
63.04.16.2008,KOLAM KANAN,WANARAYA
63.04.16.2009,SIDOMULYO,WANARAYA
63.04.16.2010,KOLAM MAKMUR,WANARAYA
63.04.16.2011,SURYA KANTA,WANARAYA
63.04.16.2012,SUMBER RAHAYU,WANARAYA
63.04.16.2013,DWIPASARI,WANARAYA
63.04.17.2001,SAMPURNA,JEJANGKIT
63.04.17.2002,JEJANGKIT BARAT,JEJANGKIT
63.04.17.2003,BAHANDANG,JEJANGKIT
63.04.17.2004,JEJANGKIT TIMUR,JEJANGKIT
63.04.17.2005,CAHAYA BARU,JEJANGKIT
63.04.17.2006,JEJANGKIT PASAR,JEJANGKIT
63.04.17.2007,JEJANGKIT MUARA,JEJANGKIT
63.05.01.1001,BINUANG,BINUANG
63.05.01.1017,KARANG PUTIH,BINUANG
63.05.01.1018,RAYA BELANTI,BINUANG
63.05.01.2003,TUNGKAP,BINUANG
63.05.01.2006,A. YANI PURA,BINUANG
63.05.01.2007,PULAUPINANG,BINUANG
63.05.01.2008,PUALAM SARI,BINUANG
63.05.01.2009,GUNUNGBATU,BINUANG
63.05.01.2012,PULAUPINANG UTARA,BINUANG
63.05.01.2016,PADANG SARI,BINUANG
63.05.01.2019,MEKARSARI,BINUANG
