Kode,Nama,Kecamatan
33.18.06.2017,SUMBEREJO,JAKEN
33.18.06.2018,MANJANG,JAKEN
33.18.06.2019,TAMANSARI,JAKEN
33.18.06.2020,SUMBERARUM,JAKEN
33.18.06.2021,SRIWEDARI,JAKEN
33.18.07.2001,TLOGOMOJO,BATANGAN
33.18.07.2002,NGENING,BATANGAN
33.18.07.2003,RACI,BATANGAN
33.18.07.2004,KETITANGWETAN,BATANGAN
33.18.07.2005,BUMIMULYO,BATANGAN
33.18.07.2006,JEMBANGAN,BATANGAN
33.18.07.2007,KLAYUSIWALAN,BATANGAN
33.18.07.2008,BULUMULYO,BATANGAN
33.18.07.2009,SUKOAGUNG,BATANGAN
33.18.07.2010,TOMPOMULYO,BATANGAN
33.18.07.2011,KUNIRAN,BATANGAN
33.18.07.2012,GUNUNGSARI,BATANGAN
33.18.07.2013,KEDALON,BATANGAN
33.18.07.2014,GAJAHKUMPUL,BATANGAN
33.18.07.2015,BATURSARI,BATANGAN
33.18.07.2016,LENGKONG,BATANGAN
33.18.07.2017,MANGUNLEGI,BATANGAN
33.18.07.2018,PECANGAAN,BATANGAN
33.18.08.2001,SEJOMULYO,JUWANA
33.18.08.2002,BRINGIN,JUWANA
33.18.08.2003,KETIP,JUWANA
33.18.08.2004,PEKUWON,JUWANA
33.18.08.2005,KARANG,JUWANA
33.18.08.2006,KARANGREJO,JUWANA
33.18.08.2007,BUMIREJO,JUWANA
33.18.08.2008,KEDUNGPANCING,JUWANA
33.18.08.2009,JEPURO,JUWANA
33.18.08.2010,TLUWAH,JUWANA
33.18.08.2011,DOROPAYUNG,JUWANA
33.18.08.2012,MINTOMULYO,JUWANA
33.18.08.2013,GADINGREJO,JUWANA
33.18.08.2014,MARGOMULYO,JUWANA
33.18.08.2015,LANGGENHARJO,JUWANA
33.18.08.2016,GENENGMULYO,JUWANA
33.18.08.2017,AGUNGMULYO,JUWANA
33.18.08.2018,BAKARAN KULON,JUWANA
33.18.08.2019,BAKARAN WETAN,JUWANA
33.18.08.2020,DUKUTALIT,JUWANA
33.18.08.2021,GROWONG KIDUL,JUWANA
33.18.08.2022,GROWONG LOR,JUWANA
33.18.08.2023,KAUMAN,JUWANA
33.18.08.2024,PAJEKSAN,JUWANA
33.18.08.2025,KUDUKERAS,JUWANA
33.18.08.2026,KEBONSAWAHAN,JUWANA
33.18.08.2027,BAJOMULYO,JUWANA
33.18.08.2028,BENDAR,JUWANA
33.18.08.2029,TRIMULYO,JUWANA
33.18.09.2001,KEDUNGMULYO,JAKENAN
33.18.09.2002,NGASTOREJO,JAKENAN
33.18.09.2003,KARANGROWO,JAKENAN
33.18.09.2004,SONOREJO,JAKENAN
33.18.09.2005,SENDANGSOKO,JAKENAN
33.18.09.2006,TLOGOREJO,JAKENAN
33.18.09.2007,SIDOARUM,JAKENAN
33.18.09.2008,TONDOMULYO,JAKENAN
33.18.09.2009,BUNGASREJO,JAKENAN
33.18.09.2010,GLONGGONG,JAKENAN
33.18.09.2011,KALIMULYO,JAKENAN
33.18.09.2012,TAMBAHMULYO,JAKENAN
33.18.09.2013,TONDOKERTO,JAKENAN
33.18.09.2014,SEMBATURAGUNG,JAKENAN
33.18.09.2015,DUKUHMULYO,JAKENAN
33.18.09.2016,PULUHAN TENGAH,JAKENAN
33.18.09.2017,MANTINGAN TENGAH,JAKENAN
33.18.09.2018,JATISARI,JAKENAN
33.18.09.2019,KARANGREJO LOR,JAKENAN
33.18.09.2020,SIDOMULYO,JAKENAN
33.18.09.2021,TANJUNGSARI,JAKENAN
33.18.09.2022,JAKENAN,JAKENAN
33.18.09.2023,PLOSOJENAR,JAKENAN
33.18.10.1005,PATI WETAN,PATI
33.18.10.1007,PATI KIDUL,PATI
33.18.10.1012,PATI LOR,PATI
33.18.10.1013,PARENGGAN,PATI
33.18.10.1015,KALIDORO,PATI
33.18.10.2001,PANJUNAN,PATI
33.18.10.2002,GAJAHMATI,PATI
33.18.10.2003,MUSTOKOHARJO,PATI
33.18.10.2004,SEMAMPIR,PATI
33.18.10.2006,BLARU,PATI
33.18.10.2008,PLANGITAN,PATI
33.18.10.2009,PURI,PATI
33.18.10.2010,WINONG,PATI
33.18.10.2011,NGARUS,PATI
33.18.10.2014,SIDOHARJO,PATI
33.18.10.2016,SARIREJO,PATI
33.18.10.2017,GERITAN,PATI
33.18.10.2018,DENGKEK,PATI
33.18.10.2019,SUGIHARJO,PATI
33.18.10.2020,WIDOROKANDANG,PATI
33.18.10.2021,PAYANG,PATI
33.18.10.2022,KUTOHARJO,PATI
33.18.10.2023,SIDOKERTO,PATI
33.18.10.2024,MULYOHARJO,PATI
33.18.10.2025,TAMBAHARJO,PATI
33.18.10.2026,TAMBAHSARI,PATI
33.18.10.2027,NGEPUNGROJO,PATI
33.18.10.2028,PURWOREJO,PATI
33.18.10.2029,SINOMAN,PATI
33.18.11.2001,WUWUR,GABUS
33.18.11.2002,KARABAN,GABUS
33.18.11.2003,TLOGOAYU,GABUS
33.18.11.2004,BOGOTANJUNG,GABUS
33.18.11.2005,KURYOKALANGAN,GABUS
33.18.11.2006,GABUS,GABUS
33.18.11.2007,TANJUNGANOM,GABUS
33.18.11.2008,SUNGGINGWARNO,GABUS
33.18.11.2009,PENANGGUNGAN,GABUS
33.18.11.2010,TAMBAHMULYO,GABUS
33.18.11.2011,SUGIHREJO,GABUS
33.18.11.2012,MOJOLAWARAN,GABUS
33.18.11.2013,SAMBIREJO,GABUS
33.18.11.2014,PANTIREJO,GABUS
33.18.11.2015,TANJANG,GABUS
33.18.11.2016,GEBANG,GABUS
33.18.11.2017,PLUMBUNGAN,GABUS
33.18.11.2018,BABALAN,GABUS
33.18.11.2019,KORIPANDRIYO,GABUS
33.18.11.2020,SOKO,GABUS
33.18.11.2021,GEMPOLSARI,GABUS
33.18.11.2022,BANJARSARI,GABUS
33.18.11.2023,MINTOBASUKI,GABUS
33.18.11.2024,KOSEKAN,GABUS
33.18.12.2001,JAMBEAN KIDUL,MARGOREJO
33.18.12.2002,WANGUNREJO,MARGOREJO
33.18.12.2003,BUMIREJO,MARGOREJO
33.18.12.2004,SOKOKULON,MARGOREJO
33.18.12.2005,JIMBARAN,MARGOREJO
33.18.12.2006,NGAWEN,MARGOREJO
33.18.12.2007,MARGOREJO,MARGOREJO
33.18.12.2008,PENAMBUHAN,MARGOREJO
33.18.12.2009,LANGENHARJO,MARGOREJO
33.18.12.2010,DADIREJO,MARGOREJO
33.18.12.2011,SUKOHARJO,MARGOREJO
33.18.12.2012,BADEGAN,MARGOREJO
33.18.12.2013,PEGANDAN,MARGOREJO
33.18.12.2014,SOKOBUBUK,MARGOREJO
33.18.12.2015,BANYUURIP,MARGOREJO
33.18.12.2016,MATARAMAN,MARGOREJO
33.18.12.2017,LANGSE,MARGOREJO
33.18.12.2018,MUKTIHARJO,MARGOREJO
33.18.13.2001,BERMI,GEMBONG
33.18.13.2002,KEDUNGBULUS,GEMBONG
33.18.13.2003,SEMIREJO,GEMBONG
33.18.13.2004,WONOSEKAR,GEMBONG
33.18.13.2005,GEMBONG,GEMBONG
33.18.13.2006,PLUKARAN,GEMBONG
33.18.13.2007,BAGENG,GEMBONG
33.18.13.2008,POHGADING,GEMBONG
33.18.13.2009,KLAKAHKASIHAN,GEMBONG
33.18.13.2010,KETANGGAN,GEMBONG
33.18.13.2011,SITILUHUR,GEMBONG
33.18.14.2001,TAMANSARI,TLOGOWUNGU
33.18.14.2002,SAMBIREJO,TLOGOWUNGU
33.18.14.2003,TLOGOREJO,TLOGOWUNGU
33.18.14.2004,PURWOSARI,TLOGOWUNGU
33.18.14.2005,REGALOH,TLOGOWUNGU
33.18.14.2006,WONOREJO,TLOGOWUNGU
33.18.14.2007,TLOGOSARI,TLOGOWUNGU
33.18.14.2008,SUMBERMULYO,TLOGOWUNGU
33.18.14.2009,GUWO,TLOGOWUNGU
33.18.14.2010,TANJUNGSARI,TLOGOWUNGU
33.18.14.2011,LAHAR,TLOGOWUNGU
33.18.14.2012,SUWATU,TLOGOWUNGU
33.18.14.2013,CABAK,TLOGOWUNGU
33.18.14.2014,KLUMPIT,TLOGOWUNGU
33.18.14.2015,GUNUNGSARI,TLOGOWUNGU
33.18.15.2001,BUMIAYU,WEDARIJAKSA
33.18.15.2002,MARGOREJO,WEDARIJAKSA
33.18.15.2003,TAWANGHARJO,WEDARIJAKSA
33.18.15.2004,NGURENSITI,WEDARIJAKSA
33.18.15.2005,SUKOHARJO,WEDARIJAKSA
33.18.15.2006,PANGGUNGROYOM,WEDARIJAKSA
33.18.15.2007,JONTRO,WEDARIJAKSA
33.18.15.2008,SUWADUK,WEDARIJAKSA
33.18.15.2009,WEDARIJAKSA,WEDARIJAKSA
33.18.15.2010,PAGERHARJO,WEDARIJAKSA
33.18.15.2011,NGURENREJO,WEDARIJAKSA
33.18.15.2012,BANGSALREJO,WEDARIJAKSA
33.18.15.2013,SIDOHARJO,WEDARIJAKSA
33.18.15.2014,JETAK,WEDARIJAKSA
33.18.15.2015,JATIMULYO,WEDARIJAKSA
33.18.15.2016,TLOGOHARUM,WEDARIJAKSA
33.18.15.2017,KEPOH,WEDARIJAKSA
33.18.15.2018,TLUWUK,WEDARIJAKSA
33.18.16.2001,TEGALARUM,MARGOYOSO
33.18.16.2002,SONEYAN,MARGOYOSO
33.18.16.2003,TANJUNGREJO,MARGOYOSO
33.18.16.2004,SIDOMUKTI,MARGOYOSO
33.18.16.2005,POHIJO,MARGOYOSO
33.18.16.2006,KERTOMULYO,MARGOYOSO
33.18.16.2007,LANGGENHARJO,MARGOYOSO
33.18.16.2008,PANGKALAN,MARGOYOSO
33.18.16.2009,BULUMANIS KIDUL,MARGOYOSO
33.18.16.2010,BULUMANIS LOR,MARGOYOSO
33.18.16.2011,SEKARJALAK,MARGOYOSO
33.18.16.2012,KAJEN,MARGOYOSO
33.18.16.2013,NGEMPLAK KIDUL,MARGOYOSO
33.18.16.2014,PURWOREJO,MARGOYOSO
33.18.16.2015,PURWODADI,MARGOYOSO
33.18.16.2016,NGEMPLAK LOR,MARGOYOSO
33.18.16.2017,WATUROYO,MARGOYOSO
33.18.16.2018,CEBOLEK KIDUL,MARGOYOSO
33.18.16.2019,TUNJUNGREJO,MARGOYOSO
33.18.16.2020,MARGOYOSO,MARGOYOSO
33.18.16.2021,MARGOTOHU KIDUL,MARGOYOSO
33.18.16.2022,SEMERAK,MARGOYOSO
33.18.17.2001,JRAHI,GUNUNGWUNGKAL
33.18.17.2002,GILING,GUNUNGWUNGKAL
33.18.17.2003,GULANGPONGGE,GUNUNGWUNGKAL
33.18.17.2004,JEPALO,GUNUNGWUNGKAL
33.18.17.2005,SIDOMULYO,GUNUNGWUNGKAL
33.18.17.2006,SAMPOK,GUNUNGWUNGKAL
33.18.17.2007,PESAGEN,GUNUNGWUNGKAL
33.18.17.2008,GADU,GUNUNGWUNGKAL
33.18.17.2009,GAJIHAN,GUNUNGWUNGKAL
33.18.17.2010,PERDOPO,GUNUNGWUNGKAL
33.18.17.2011,GUNUNGWUNGKAL,GUNUNGWUNGKAL
33.18.17.2012,BANCAK,GUNUNGWUNGKAL
33.18.17.2013,JEMBULWUNUT,GUNUNGWUNGKAL
33.18.17.2014,NGETUK,GUNUNGWUNGKAL
33.18.17.2015,SUMBERREJO,GUNUNGWUNGKAL
33.18.18.2001,MEDANI,CLUWAK
33.18.18.2002,SENTUL,CLUWAK
33.18.18.2003,PLAOSAN,CLUWAK
33.18.18.2004,PAYAK,CLUWAK
33.18.18.2005,SIRAHAN,CLUWAK
33.18.18.2006,MOJO,CLUWAK
33.18.18.2007,KARANGSARI,CLUWAK
33.18.18.2008,BLEBER,CLUWAK
33.18.18.2009,NGAWEN,CLUWAK
33.18.18.2010,NGABLAK,CLUWAK
33.18.18.2011,GESENGAN,CLUWAK
33.18.18.2012,GERIT,CLUWAK
33.18.18.2013,SUMUR,CLUWAK
33.18.19.2001,PONDOWAN,TAYU
33.18.19.2002,KEDUNGSARI,TAYU
33.18.19.2003,MARGOMULYO,TAYU
33.18.19.2004,PAKIS,TAYU
33.18.19.2005,SENDANGREJO,TAYU
33.18.19.2006,JEPAT KIDUL,TAYU
33.18.19.2007,TUNGGULSARI,TAYU
33.18.19.2008,JEPAT LOR,TAYU
33.18.19.2009,TENDAS,TAYU
33.18.19.2010,KEBOROMO,TAYU
33.18.19.2011,SAMBIROTO,TAYU
33.18.19.2012,TAYU WETAN,TAYU
33.18.19.2013,TAYU KULON,TAYU
33.18.19.2014,PUNDENREJO,TAYU
33.18.19.2015,KEDUNGBANG,TAYU
33.18.19.2016,BENDOKATON KIDUL,TAYU
33.18.19.2017,PURWOKERTO,TAYU
33.18.19.2018,BULUNGAN,TAYU
33.18.19.2019,LUWANG,TAYU
33.18.19.2020,DOROREJO,TAYU
33.18.19.2021,KALIKALONG,TAYU
33.18.20.2001,WEDUSAN,DUKUHSETI
33.18.20.2002,DUMPIL,DUKUHSETI
33.18.20.2003,NGAGEL,DUKUHSETI
33.18.20.2004,BAKALAN,DUKUHSETI
33.18.20.2005,KENANTI,DUKUHSETI
33.18.20.2006,ALASDOWO,DUKUHSETI
33.18.20.2007,BANYUTOWO,DUKUHSETI
33.18.20.2008,DUKUHSETI,DUKUHSETI
33.18.20.2009,GROGOLAN,DUKUHSETI
33.18.20.2010,KEMBANG,DUKUHSETI
33.18.20.2011,TEGALOMBO,DUKUHSETI
33.18.20.2012,PUNCEL,DUKUHSETI
33.18.21.2001,KAJAR,TRANGKIL
33.18.21.2002,TRANGKIL,TRANGKIL
33.18.21.2003,PASUCEN,TRANGKIL
33.18.21.2004,TEGALHARJO,TRANGKIL
33.18.21.2005,MOJOAGUNG,TRANGKIL
33.18.21.2006,KETANEN,TRANGKIL
33.18.21.2007,KARANGLEGI,TRANGKIL
33.18.21.2008,KARANGWAGE,TRANGKIL
33.18.21.2009,KADILANGU,TRANGKIL
33.18.21.2010,TLUTUP,TRANGKIL
33.18.21.2011,KRANDAN,TRANGKIL
33.18.21.2012,KERTOMULYO,TRANGKIL
33.18.21.2013,REJOAGUNG,TRANGKIL
33.18.21.2014,GUYANGAN,TRANGKIL
33.18.21.2015,SAMBILAWANG,TRANGKIL
33.18.21.2016,ASEMPAPAN,TRANGKIL
33.19.01.2001,BAKALANKRAPYAK,KALIWUNGU
33.19.01.2002,PRAMBATAN KIDUL,KALIWUNGU
33.19.01.2003,PRAMBATAN LOR,KALIWUNGU
33.19.01.2004,GARUNG KIDUL,KALIWUNGU
33.19.01.2005,SETROKALANGAN,KALIWUNGU
33.19.01.2006,BANGET,KALIWUNGU
33.19.01.2007,BLIMBING KIDUL,KALIWUNGU
33.19.01.2008,SIDOREKSO,KALIWUNGU
33.19.01.2009,GAMONG,KALIWUNGU
33.19.01.2010,KEDUNGDOWO,KALIWUNGU
33.19.01.2011,GARUNG LOR,KALIWUNGU
33.19.01.2012,KARANGAMPEL,KALIWUNGU
33.19.01.2013,MIJEN,KALIWUNGU
33.19.01.2014,KALIWUNGU,KALIWUNGU
33.19.01.2015,PAPRINGAN,KALIWUNGU
33.19.02.1001,PURWOSARI,KOTA KUDUS
33.19.02.1004,SUNGGINGAN,KOTA KUDUS
33.19.02.1005,PANJUNAN,KOTA KUDUS
33.19.02.1006,WERGU WETAN,KOTA KUDUS
33.19.02.1007,WERGU KULON,KOTA KUDUS
33.19.02.1008,MLATI KIDUL,KOTA KUDUS
33.19.02.1009,MLATI NOROWITO,KOTA KUDUS
33.19.02.1017,KERJASAN,KOTA KUDUS
33.19.02.1018,KAJEKSAN,KOTA KUDUS
33.19.02.2002,JANGGALAN,KOTA KUDUS
33.19.02.2003,DEMANGAN,KOTA KUDUS
33.19.02.2010,MLATI LOR,KOTA KUDUS
33.19.02.2011,NGANGUK,KOTA KUDUS
33.19.02.2012,KRAMAT,KOTA KUDUS
33.19.02.2013,DEMAAN,KOTA KUDUS
33.19.02.2014,LANGGARDALEM,KOTA KUDUS
33.19.02.2015,KAUMAN,KOTA KUDUS
33.19.02.2016,DAMARAN,KOTA KUDUS
33.19.02.2019,KRANDON,KOTA KUDUS
33.19.02.2020,SINGOCANDI,KOTA KUDUS
33.19.02.2021,GLANTENGAN,KOTA KUDUS
33.19.02.2022,KALIPUTU,KOTA KUDUS
33.19.02.2023,BARONGAN,KOTA KUDUS
33.19.02.2024,BURIKAN,KOTA KUDUS
33.19.02.2025,RENDENG,KOTA KUDUS
33.19.03.2001,JETISKAPUAN,JATI
33.19.03.2002,TANJUNGKARANG,JATI
33.19.03.2003,JATI WETAN,JATI
33.19.03.2004,PASURUHAN KIDUL,JATI
33.19.03.2005,PASURUHAN LOR,JATI
33.19.03.2006,PLOSO,JATI
33.19.03.2007,JATI KULON,JATI
33.19.03.2008,GETASPEJATEN,JATI
33.19.03.2009,LORAM KULON,JATI
33.19.03.2010,LORAM WETAN,JATI
33.19.03.2011,JEPANGPAKIS,JATI
33.19.03.2012,MEGAWON,JATI
33.19.03.2013,NGEMBAL KULON,JATI
33.19.03.2014,TUMPANGKRASAK,JATI
33.19.04.2001,WONOSOCO,UNDAAN
33.19.04.2002,LAMBANGAN,UNDAAN
33.19.04.2003,KALIREJO,UNDAAN
33.19.04.2004,MEDINI,UNDAAN
33.19.04.2005,SAMBUNG,UNDAAN
33.19.04.2006,GLAGAHWARU,UNDAAN
33.19.04.2007,KUTUK,UNDAAN
33.19.04.2008,UNDAAN KIDUL,UNDAAN
33.19.04.2009,UNDAAN TENGAH,UNDAAN
33.19.04.2010,KARANGROWO,UNDAAN
33.19.04.2011,LARIKREJO,UNDAAN
33.19.04.2012,UNDAAN LOR,UNDAAN
33.19.04.2013,WATES,UNDAAN
33.19.04.2014,NGEMPLAK,UNDAAN
33.19.04.2015,TERANGMAS,UNDAAN
33.19.04.2016,BERUGENJANG,UNDAAN
33.19.05.2001,GULANG,MEJOBO
33.19.05.2002,JEPANG,MEJOBO
33.19.05.2003,PAYAMAN,MEJOBO
33.19.05.2004,KIRIG,MEJOBO
33.19.05.2005,TEMULUS,MEJOBO
33.19.05.2006,KESAMBI,MEJOBO
33.19.05.2007,JOJO,MEJOBO
33.19.05.2008,HADIWARNO,MEJOBO
33.19.05.2009,MEJOBO,MEJOBO
33.19.05.2010,GOLANTEPUS,MEJOBO
33.19.05.2011,TENGGELES,MEJOBO
33.19.06.2001,SADANG,JEKULO
33.19.06.2002,BULUNGCANGKRING,JEKULO
33.19.06.2003,BULUNG KULON,JEKULO
33.19.06.2004,SIDOMULYO,JEKULO
33.19.06.2005,GONDOHARUM,JEKULO
33.19.06.2006,TERBAN,JEKULO
33.19.06.2007,PLADEN,JEKULO
33.19.06.2008,KLALING,JEKULO
33.19.06.2009,JEKULO,JEKULO
33.19.06.2010,HADIPOLO,JEKULO
33.19.06.2011,HONGGOSOCO,JEKULO
33.19.06.2012,TANJUNGREJO,JEKULO
33.19.07.2001,DERSALAM,BAE
33.19.07.2002,NGEMBALREJO,BAE
33.19.07.2003,KARANGBENER,BAE
33.19.07.2004,GONDANGMANIS,BAE
33.19.07.2005,PEDAWANG,BAE
33.19.07.2006,BACIN,BAE
33.19.07.2007,PANJANG,BAE
33.19.07.2008,PEGANJARAN,BAE
33.19.07.2009,PURWOREJO,BAE
33.19.07.2010,BAE,BAE
33.19.08.2001,GRIBIG,GEBOG
33.19.08.2002,KLUMPIT,GEBOG
33.19.08.2003,GETASSRABI,GEBOG
33.19.08.2004,PADURENAN,GEBOG
33.19.08.2005,KARANGMALANG,GEBOG
33.19.08.2006,BESITO,GEBOG
33.19.08.2007,JURANG,GEBOG
33.19.08.2008,GONDOSARI,GEBOG
33.19.08.2009,KEDUNGSARI,GEBOG
33.19.08.2010,MENAWAN,GEBOG
33.19.08.2011,RAHTAWU,GEBOG
33.19.09.2001,SAMIREJO,DAWE
33.19.09.2002,CENDONO,DAWE
33.19.09.2003,MARGOREJO,DAWE
33.19.09.2004,REJOSARI,DAWE
33.19.09.2005,KANDANGMAS,DAWE
33.19.09.2006,GLAGAH KULON,DAWE
33.19.09.2007,TERGO,DAWE
33.19.09.2008,CRANGGANG,DAWE
33.19.09.2009,LAU,DAWE
33.19.09.2010,PIJI,DAWE
33.19.09.2011,PUYOH,DAWE
33.19.09.2012,SOCO,DAWE
33.19.09.2013,TERNADI,DAWE
33.19.09.2014,KAJAR,DAWE
33.19.09.2015,KUWUKAN,DAWE
33.19.09.2016,DUKUHWARINGIN,DAWE
33.19.09.2017,JAPAN,DAWE
33.19.09.2018,COLO,DAWE
33.20.01.2001,KEDUNGMALANG,KEDUNG
33.20.01.2002,KALIANYAR,KEDUNG
33.20.01.2003,KARANGAJI,KEDUNG
33.20.01.2004,TEDUNAN,KEDUNG
33.20.01.2005,SOWAN LOR,KEDUNG
33.20.01.2006,SOWAN KIDUL,KEDUNG
33.20.01.2007,WANUSOBO,KEDUNG
33.20.01.2008,SURODADI,KEDUNG
33.20.01.2009,PANGGUNG,KEDUNG
33.20.01.2010,BULAK BARU,KEDUNG
33.20.01.2011,JONDANG,KEDUNG
33.20.01.2012,BUGEL,KEDUNG
33.20.01.2013,DONGOS,KEDUNG
33.20.01.2014,MENGANTI,KEDUNG
33.20.01.2015,KERSO,KEDUNG
33.20.01.2016,TANGGUL TLARE,KEDUNG
33.20.01.2017,RAU,KEDUNG
33.20.01.2018,SUKOSONO,KEDUNG
33.20.02.2001,KALIOMBO,PECANGAAN
33.20.02.2002,KARANGRANDU,PECANGAAN
33.20.02.2003,GERDU,PECANGAAN
33.20.02.2004,PECANGAAN KULON,PECANGAAN
33.20.02.2005,RENGGING,PECANGAAN
33.20.02.2006,TROSO,PECANGAAN
33.20.02.2007,NGELING,PECANGAAN
33.20.02.2008,PULODARAT,PECANGAAN
33.20.02.2009,LEBUAWU,PECANGAAN
33.20.02.2010,GEMULUNG,PECANGAAN
33.20.02.2011,PECANGAAN WETAN,PECANGAAN
33.20.02.2012,KRASAK,PECANGAAN
33.20.03.2001,UJUNG PANDAN,WELAHAN
33.20.03.2002,KARANGANYAR,WELAHAN
33.20.03.2003,GUWOSOBOKERTO,WELAHAN
33.20.03.2004,KEDUNGSARIMULYO,WELAHAN
33.20.03.2005,BUGO,WELAHAN
33.20.03.2006,WELAHAN,WELAHAN
33.20.03.2007,GEDANGAN,WELAHAN
33.20.03.2008,KETILENGSINGOLELO,WELAHAN
33.20.03.2009,KALIPUCANG WETAN,WELAHAN
33.20.03.2010,KALIPUCANG KULON,WELAHAN
33.20.03.2011,GIDANGLELO,WELAHAN
33.20.03.2012,KENDENGSIDIALIT,WELAHAN
33.20.03.2013,SIDIGEDE,WELAHAN
33.20.03.2014,TELUK WETAN,WELAHAN
33.20.03.2015,BRANTAK SEKARJATI,WELAHAN
33.20.04.2001,MAYONG LOR,MAYONG
33.20.04.2002,TIGOJURU,MAYONG
33.20.04.2003,PAREN,MAYONG
33.20.04.2004,KUANYAR,MAYONG
33.20.04.2005,PELANG,MAYONG
33.20.04.2006,SENGONBUGEL,MAYONG
33.20.04.2007,JEBOL,MAYONG
33.20.04.2008,SINGOROJO,MAYONG
33.20.04.2009,PELEMKEREP,MAYONG
33.20.04.2010,BUARAN,MAYONG
33.20.04.2011,NGROTO,MAYONG
33.20.04.2012,RAJEKWESI,MAYONG
33.20.04.2013,DATAR,MAYONG
33.20.04.2014,PULE,MAYONG
33.20.04.2015,BANDUNG,MAYONG
33.20.04.2016,BUNGU,MAYONG
33.20.04.2017,PANCUR,MAYONG
33.20.04.2018,MAYONG KIDUL,MAYONG
33.20.05.2001,GENENG,BATEALIT
33.20.05.2002,RAGUKLAMPITAN,BATEALIT
33.20.05.2003,NGASEM,BATEALIT
33.20.05.2004,BAWU,BATEALIT
33.20.05.2005,MINDAHAN,BATEALIT
33.20.05.2006,SOMOSARI,BATEALIT
33.20.05.2007,BATEALIT,BATEALIT
33.20.05.2008,BRINGIN,BATEALIT
33.20.05.2009,BANTRUNG,BATEALIT
33.20.05.2010,PEKALONGAN,BATEALIT
33.20.05.2011,MINDAHAN KIDUL,BATEALIT
33.20.06.1001,KARANGKEBAGUSAN,JEPARA
33.20.06.1002,DEMAAN,JEPARA
33.20.06.1003,POTROYUDAN,JEPARA
33.20.06.1004,BAPANGAN,JEPARA
33.20.06.1005,SARIPAN,JEPARA
33.20.06.1006,PANGGANG,JEPARA
33.20.06.1007,KAUMAN,JEPARA
33.20.06.1008,BULU,JEPARA
33.20.06.1009,JOBOKUTO,JEPARA
33.20.06.1010,UJUNGBATU,JEPARA
33.20.06.1011,PENGKOL,JEPARA
33.20.06.2012,MULYOHARJO,JEPARA
33.20.06.2013,WONOREJO,JEPARA
33.20.06.2014,KEDUNGCINO,JEPARA
33.20.06.2015,KUWASEN,JEPARA
33.20.06.2016,BANDENGAN,JEPARA
33.20.07.2001,MOROREJO,MLONGGO
33.20.07.2009,SUWAWAL,MLONGGO
33.20.07.2010,SINANGGUL,MLONGGO
33.20.07.2011,JAMBU,MLONGGO
33.20.07.2012,SROBYONG,MLONGGO
33.20.07.2013,SEKURO,MLONGGO
33.20.07.2014,KARANGGONDANG,MLONGGO
33.20.07.2015,JAMBU TIMUR,MLONGGO
33.20.08.2001,GUYANGAN,BANGSRI
33.20.08.2002,KEPUK,BANGSRI
33.20.08.2003,PAPASAN,BANGSRI
33.20.08.2004,SRIKANDANG,BANGSRI
33.20.08.2005,TENGGULI,BANGSRI
33.20.08.2006,BANGSRI,BANGSRI
33.20.08.2007,BANJARAN,BANGSRI
33.20.08.2008,WEDELAN,BANGSRI
33.20.08.2009,KEDUNGLEPER,BANGSRI
33.20.08.2010,JERUKWANGI,BANGSRI
33.20.08.2011,BONDO,BANGSRI
33.20.08.2012,BANJARAGUNG,BANGSRI
33.20.09.2001,TEMPUR,KELING
33.20.09.2002,DAMARWULAN,KELING
33.20.09.2003,KUNIR,KELING
33.20.09.2004,WATUAJI,KELING
33.20.09.2005,KLEPU,KELING
33.20.09.2006,TUNAHAN,KELING
33.20.09.2007,KALIGARANG,KELING
33.20.09.2008,KELING,KELING
33.20.09.2009,GELANG,KELING
33.20.09.2010,JLEGONG,KELING
33.20.09.2011,KELET,KELING
33.20.09.2020,BUMIHARJO,KELING
33.20.10.2001,KARIMUNJAWA,KARIMUN JAWA
33.20.10.2002,KEMUJAN,KARIMUN JAWA
33.20.10.2003,PARANG,KARIMUN JAWA
33.20.10.2004,NYAMUK,KARIMUN JAWA
33.20.11.2001,NGABUL,TAHUNAN
33.20.11.2002,LANGON,TAHUNAN
33.20.11.2003,SUKODONO,TAHUNAN
33.20.11.2004,PETEKEYAN,TAHUNAN
33.20.11.2005,MANGUNAN,TAHUNAN
33.20.11.2006,PLATAR,TAHUNAN
33.20.11.2007,SEMAT,TAHUNAN
33.20.11.2008,TELUKAWUR,TAHUNAN
33.20.11.2009,DEMANGAN,TAHUNAN
33.20.11.2010,TEGALSAMBI,TAHUNAN
33.20.11.2011,MANTINGAN,TAHUNAN
33.20.11.2012,TAHUNAN,TAHUNAN
33.20.11.2013,KECAPI,TAHUNAN
33.20.11.2014,SENENAN,TAHUNAN
33.20.11.2015,KRAPYAK,TAHUNAN
33.20.12.2001,BLIMBINGREJO,NALUMSARI
33.20.12.2002,TUNGGULPANDEAN,NALUMSARI
33.20.12.2003,PRINGTULIS,NALUMSARI
33.20.12.2004,JATISARI,NALUMSARI
33.20.12.2005,GEMIRING KIDUL,NALUMSARI
33.20.12.2006,GEMIRING LOR,NALUMSARI
33.20.12.2007,NALUMSARI,NALUMSARI
33.20.12.2008,TRITIS,NALUMSARI
33.20.12.2009,DAREN,NALUMSARI
33.20.12.2010,KARANGNONGKO,NALUMSARI
33.20.12.2011,NGETUK,NALUMSARI
33.20.12.2012,BEDANPETE,NALUMSARI
